latitude;price;bathrooms;Součet hodnot: accommodates;Součet hodnot: beds;Součet hodnot: host_response_rate;Součet hodnot: bedrooms;longitude
-23.031492761458438;$401.00;2;6;2;1;2;-43.48113498984255
-23.031971132974633;$191.00;3;6;2;1;2;-43.48512523872202
-23.03207768956836;$599.00;2;6;3;1;3;-43.48444551192576
-23.03234675923476;$411.00;2,5;6;4;0,8;2;-43.484579857409976
-23.032382941702128;$301.00;2;6;8;1;2;-43.48124365105381
-23.032603400487275;$232.00;2;6;3;1;3;-43.48413069416321
-23.032628196272785;$902.00;2;6;4;1;2;-43.495620523428336
-23.032756328931757;$349.00;2;6;2;0,6;2;-43.47062373433324
-23.06586110370183;$99.00;1;6;4;1;1;-43.56608431982164
-23.066076427952396;$68.00;2;6;1;1;1;-43.56648719779645
-23.0667396219781;$181.00;1;6;1;1;1;-43.56753952035772
-23.06693655923417;$479.00;2;6;4;0,8;3;-43.56732021158217
-23.072864370827652;$390.00;3;6;4;1;3;-43.569414506228405
-22.755315739312074;$195.00;1;5;5;0,7;1;-43.109930650318304
-22.81402129277274;$250.00;1;5;4;0;1;-43.211910848768625
-22.828418128314794;$51.00;1,5;5;5;0;1;-43.401250853053504
-22.83715643035902;$44.00;1;5;5;0,75;1;-43.31359068607111
-22.841960523792828;$61.00;1;5;4;1;1;-43.29723380463459
-22.843437687402936;$400.00;1;5;2;0;2;-43.32491389156576
-22.862613843176366;$99.00;1;5;2;0,9;2;-43.330540737315616
-22.863215694970854;$89.00;1;5;1;1;1;-43.25363162193935
-22.868570322810953;$171.00;1;5;4;1;2;-43.27850951839864
-22.8715310270994;$225.00;2;5;1;1;1;-43.49845056421511
-22.872394496298284;$331.00;2;5;3;0;2;-43.366310395551686
-22.873469955947055;$68.00;1,5;5;5;1;3;-43.24203721981391
-22.87356499809608;$68.00;1,5;5;4;1;2;-43.56548992219446
-22.873930315478496;$68.00;1,5;5;4;1;2;-43.56541215948566
-22.874983481455267;$68.00;1,5;5;4;1;2;-43.56367118903674
-22.880725343155213;$99.00;2;5;3;1;2;-43.34891733010322
-22.88520999730264;$151.00;2;5;2;1;2;-43.36525566616102
-22.88756433675867;$171.00;1;5;1;1;1;-43.5941334568168
-22.888786021493416;$301.00;1;5;1;1;2;-43.28991519003169
-22.89297129195328;$201.00;1,5;5;2;0;2;-43.3479435631658
-22.89380573451538;$683.00;3;5;3;1;3;-43.30409065363917
-22.89401281079535;$301.00;1;5;5;1;0;-43.220394100560746
-22.894817726581554;$150.00;3;5;3;1;3;-43.298080769477046
-22.895245449818802;$301.00;2;5;5;0;1;-43.34159673547428
-22.897931211452935;$55.00;8;5;5;1;1;-43.18150331299605
-22.898201444612855;$79.00;2;5;3;1;2;-43.26903798858444
-22.8983830631696;$150.00;2;5;3;1;2;-43.25422607797168
-22.90326523143387;$99.00;1;5;1;1;1;-43.317807576975284
-22.90504415015581;$161.00;1;5;3;0,8;2;-43.24313897361944
-22.905121045285043;$181.00;2;5;4;1;2;-43.219393057269215
-22.905823599126307;$499.00;2;5;4;1;2;-43.221774653584625
-22.907136311309664;$301.00;2;5;3;0,5;3;-43.17403390492629
-22.90765977909652;$499.00;1;5;1;1;1;-43.17374397862959
-22.90787658750709;$51.00;1,5;5;5;1;1;-43.23833531446153
-22.908223952824496;$85.00;1;5;2;1;1;-43.23407162663155
-22.90874957514201;$195.00;1;5;3;1;2;-43.27171612984481
-22.90901063312284;$150.00;2;5;3;0,88;2;-43.22087446535769
-22.90974758717442;$130.00;2;5;3;1;2;-43.24090732006503
-22.909764618134233;$801.00;1;5;2;1;0;-43.18498487230059
-22.910420183088;$133.00;1;5;2;1;0;-43.18896177799982
-22.9104418325447;$126.00;2;5;2;1;2;-43.27321503611919
-22.910601342461604;$150.00;1,5;5;4;0,43;1;-43.17843937964868
-22.911058500600948;$99.00;2;5;5;1;1;-43.18837049823477
-22.9113850080459;$150.00;1;5;2;0;2;-43.24326110044948
-22.911599024892237;$89.00;2;5;3;0,88;2;-43.18501581618028
-22.91178422448531;$89.00;1;5;5;1;2;-43.378950175895746
-22.911862749363465;$89.00;1;5;4;1;1;-43.173608686313514
-22.912023877674812;$110.00;1;5;2;1;2;-43.17322252062924
-22.91226442598429;$106.00;1;5;1;1;1;-43.18539384998888
-22.912469734074115;$75.00;1;5;3;0,88;2;-43.185842794468904
-22.912789453292437;$249.00;1;5;3;1;1;-43.18570832242704
-22.912820496160943;$249.00;1;5;3;0,67;2;-43.269509142583765
-22.913093742303847;$157.00;2;5;4;1;1;-43.23526106514719
-22.913137508248404;$512.00;2;5;3;1;2;-43.182050688914025
-22.913200733003332;$348.00;1;5;2;1;2;-43.18447004068769
-22.91355865875999;$120.00;1;5;4;1;1;-43.185610702525345
-22.91358190157062;$137.00;1;5;3;1;1;-43.18472173512073
-22.91361596043529;$103.00;1;5;3;0,88;1;-43.18774668976069
-22.913692484825976;$201.00;1;5;2;1;2;-43.18403204398357
-22.913795555100062;$106.00;1;5;5;1;2;-43.20911069750521
-22.91389501457935;$171.00;1;5;5;1;1;-43.18890274394351
-22.91395569911305;$455.00;1;5;3;1;2;-43.18648341321765
-22.914047323893154;$500.00;1;5;5;0,67;1;-43.18572584005346
-22.914086049155674;$109.00;1;5;4;0,7;2;-43.22596391146333
-22.914286094366215;$123.00;1;5;2;1;2;-43.19180879783969
-22.914423640322916;$150.00;1,5;5;3;0,6;1;-43.23550482236536
-22.914484981988252;$171.00;1;5;3;0,67;1;-43.18422743588576
-22.914654405801027;$102.00;1;5;3;1;2;-43.18251212498675
-22.91469422364708;$171.00;1;5;5;0,6;1;-43.18068600150415
-22.914747462077056;$89.00;1;5;3;0,67;1;-43.18761457294446
-22.91478307112727;$331.00;1;5;1;1;0;-43.222582835212044
-22.915113964408512;$1,199.00;1,5;5;3;1;2;-43.2232756368441
-22.915174480874175;$65.00;2;5;3;0,8;1;-43.18472344845907
-22.915214524042504;$174.00;2;5;3;1;2;-43.211957704170004
-22.915290253213758;$201.00;2;5;4;1;2;-43.3634303246092
-22.915716685639335;$86.00;1;5;2;1;1;-43.18904219455648
-22.915718158589023;$649.00;1,5;5;2;1;2;-43.22767736581967
-22.915769310636662;$184.00;1;5;3;1;2;-43.19104604921076
-22.915988998076415;$414.00;1,5;5;2;0;3;-43.17902089259682
-22.916319997378285;$120.00;1;5;3;1;1;-43.18838258887607
-22.916838165688414;$120.00;1;5;3;1;1;-43.17763370790487
-22.916894010170083;$956.00;2,5;5;2;1;2;-43.1815537733273
-22.917005840329857;$700.00;1;5;3;1;3;-43.19250923258732
-22.917172596593804;$700.00;1;5;3;0,9;2;-43.20877113510671
-22.917208926025545;$48.00;2,5;5;4;0;3;-43.58088774327075
-22.91726660414057;$331.00;2;5;3;0;3;-43.22564753766339
-22.917621152085168;$137.00;1;5;3;1;1;-43.17758819072161
-22.918000929600574;$400.00;2;5;3;0,8;3;-43.22607333740599
-22.91832269796973;$348.00;1;5;3;1;2;-43.17842680010688
-22.918334278704858;$249.00;2;5;3;0;2;-43.188279228915974
-22.918423371469803;$321.00;2;5;1;1;1;-43.20814333867246
-22.91843285098433;$181.00;1,5;5;3;1;2;-43.2440001934262
-22.918707540231527;$1,100.00;1,5;5;4;1;3;-43.217701743219884
-22.918768584314147;$154.00;1,5;5;3;1;1;-43.18338732897992
-22.919260468427076;$99.00;1;5;2;0,8;1;-43.17670834540164
-22.919456443658778;$191.00;1;5;3;1;1;-43.18574077073431
-22.919509894142227;$120.00;2;5;3;0,5;2;-43.23658196401783
-22.919539523225517;$150.00;3;5;5;0,25;5;-43.21470740005766
-22.91988642369057;$249.00;2;5;3;0,98;3;-43.18206984113285
-22.920019447041287;$205.00;1,5;5;2;1;2;-43.18004812924552
-22.92002060964885;$649.00;1;5;5;0;0;-43.16875165012969
-22.920240896787536;$488.00;2;5;4;0,57;2;-43.21187508921331
-22.9202569295171;$348.00;1,5;5;2;1;2;-43.186416088216696
-22.920260846293594;$675.00;2;5;4;1;2;-43.18180737552263
-22.92037787508527;$181.00;1;5;4;0,83;1;-43.179063981517785
-22.920478977773982;$239.00;1,5;5;4;1;3;-43.1899284846398
-22.920535454875385;$154.00;1;5;3;1;2;-43.20930667922151
-22.920578586152768;$488.00;1,5;5;4;1;3;-43.1793376239477
-22.920768692598067;$133.00;1;5;3;1;0;-43.17655655728391
-22.920795134851492;$239.00;2;5;3;1;1;-43.18613605593098
-22.920862959795738;$137.00;1;5;3;1;1;-43.18157068213423
-22.92091800796857;$427.00;1,5;5;4;0,25;3;-43.21502949449865
-22.920997362020934;$161.00;1;5;4;1;2;-43.18780929866183
-22.92123873610304;$188.00;1;5;3;1;1;-43.17889253760998
-22.921547955289743;$151.00;1;5;2;1;1;-43.176169839886
-22.921568340352916;$130.00;1;5;2;0,67;0;-43.17430952988745
-22.921652886813575;$161.00;1,5;5;3;1;1;-43.18079282189126
-22.921660276114217;$273.00;3;5;3;1;3;-43.18387234572536
-22.921741120849404;$290.00;2,5;5;3;1;3;-43.23802975544617
-22.92177007659983;$201.00;2;5;2;0;1;-43.23330370757869
-22.92189158522293;$79.00;1;5;2;0,9;1;-43.18329301953038
-22.922084890760107;$96.00;1;5;4;0,67;2;-43.176765105750114
-22.922110932176594;$632.00;2,5;5;3;1;3;-43.24200381566358
-22.922193066600194;$249.00;1;5;2;0,9;2;-43.24830055944527
-22.922369927502075;$99.00;1;5;2;1;2;-43.17453984597771
-22.922965055976594;$348.00;1;5;3;0,83;2;-43.21679934882456
-22.92341483694538;$4,501.00;2;5;4;0,9;4;-43.17033698330125
-22.923467535448406;$133.00;1;5;5;0,9;1;-43.20874334544099
-22.923532966895497;$356.00;2;5;4;0,8;3;-43.1893026884654
-22.923782615839393;$85.00;2;5;2;1;2;-43.216579234493594
-22.924048225652474;$113.00;3;5;3;0,88;2;-43.22277403217655
-22.92411090402194;$154.00;1,5;5;4;0,8;2;-43.22087186575636
-22.92414731470479;$512.00;2;5;3;0,8;1;-43.17582713833922
-22.924248461262334;$99.00;1;5;5;1;2;-43.18215325181198
-22.92428456735332;$400.00;1;5;3;0,67;3;-43.198714943057745
-22.92431979498446;$246.00;1;5;3;1;1;-43.17345919974533
-22.924449964546557;$249.00;1;5;4;1;2;-43.17343894070824
-22.924562921697653;$41.00;2;5;1;0,9;1;-43.18086497778883
-22.924671982253273;$338.00;3;5;2;1;2;-43.186882966729584
-22.92502166786837;$499.00;1;5;2;1;1;-43.19056544246255
-22.925050621588323;$420.00;1;5;5;1;1;-43.188543289426185
-22.925271424961945;$301.00;2;5;3;1;2;-43.17712836847001
-22.925433129772465;$799.00;2;5;4;1;2;-43.23093883798284
-22.926111699573077;$154.00;1;5;4;1;1;-43.181145740102615
-22.92624636692345;$314.00;1;5;2;0;2;-43.21961779678372
-22.926277312172584;$362.00;2;5;4;0,86;2;-43.17392248085171
-22.92631563137771;$55.00;2;5;7;1;1;-43.22768179934059
-22.92651096355275;$349.00;1;5;3;0;1;-43.20859296147826
-22.92674770902214;$410.00;1;5;5;0,86;1;-43.178275372948455
-22.926774158195954;$55.00;2;5;5;1;1;-43.22745185395838
-22.926821668787483;$171.00;1;5;3;0;2;-43.392715615612666
-22.926862921920407;$181.00;1;5;5;1;1;-43.17800804807506
-22.926952733393637;$601.00;2;5;2;1;2;-43.366321074035675
-22.927374974119093;$55.00;2;5;5;1;1;-43.22525176612185
-22.927397044504264;$120.00;1,5;5;3;1;0;-43.17320291863288
-22.92792544175743;$164.00;2;5;3;0,44;2;-43.35828961890567
-22.92796275376848;$219.00;1;5;3;1;1;-43.1783880922753
-22.92804694758302;$55.00;2;5;5;1;1;-43.2279577148675
-22.928140288526457;$55.00;2;5;5;1;1;-43.22638688360144
-22.928232068274752;$236.00;3;5;4;0,33;3;-43.230234034844365
-22.928238352388206;$99.00;3;5;3;1;3;-43.17521116547655
-22.9282969219487;$342.00;1,5;5;2;1;2;-43.179587768952196
-22.928490583460515;$349.00;1;5;2;1;2;-43.180210418021986
-22.928950504627302;$249.00;1;5;3;1;0;-43.1745024618868
-22.929210915566458;$249.00;2;5;2;0,5;2;-43.25876167928312
-22.9292475175543;$239.00;1;5;2;1;2;-43.237208012616996
-22.929375604820578;$154.00;2;5;3;0,98;2;-43.186253782084634
-22.929635543748212;$291.00;3;5;4;1;3;-43.17872204282302
-22.9303617169289;$854.00;1;5;2;1;2;-43.17158107458206
-22.930757329991753;$250.00;2;5;3;1;2;-43.17340894127819
-22.930782442683526;$99.00;2;5;3;1;3;-43.23216946971323
-22.931162868333438;$280.00;1,5;5;3;1;2;-43.17359537381916
-22.9316026153168;$1,602.00;3;5;4;1;3;-43.24742653966769
-22.931876380274247;$201.00;2;5;3;1;3;-43.17586684490603
-22.931911704699086;$150.00;2;5;3;1;3;-43.2397742802326
-22.93231322001168;$184.00;1;5;5;1;1;-43.18030189214816
-22.93239402016757;$212.00;1,5;5;3;1;1;-43.18282726343008
-22.932429922597194;$209.00;2;5;3;1;2;-43.18095623518049
-22.932562514871798;$1,708.00;2;5;3;1;2;-43.17494600410178
-22.93273400608127;$260.00;1;5;3;1;3;-43.1810077033131
-22.932734088443464;$89.00;1;5;1;1;1;-43.38077819440404
-22.93307175279598;$854.00;2;5;1;0;2;-43.18137416559861
-22.933191152981948;$321.00;2;5;3;1;2;-43.186644884698424
-22.933219170357138;$201.00;2;5;4;0,7;2;-43.18402967023338
-22.933355549995255;$546.00;2;5;6;0,2;3;-43.18422139124208
-22.93344461955059;$120.00;1,5;5;3;0;2;-43.17567246702507
-22.93382964568621;$431.00;1;5;2;1;1;-43.17663366347791
-22.933834576423713;$120.00;1;5;3;1;2;-43.17813320135587
-22.9339140576387;$226.00;2;5;5;1;2;-43.17570416673892
-22.934109434517524;$116.00;1;5;5;1;2;-43.196452782845995
-22.93426503273277;$301.00;2;5;3;1;2;-43.18049887436158
-22.934369563427637;$342.00;1,5;5;3;0,5;3;-43.1999479574364
-22.93454013445525;$342.00;2;5;2;0;2;-43.36309091195047
-22.934649822463037;$109.00;2;5;3;1;2;-43.18168320728653
-22.934873329069973;$349.00;2;5;3;1;3;-43.19295102778393
-22.93488797768732;$62.00;1;5;2;1;2;-43.33193905877032
-22.935348813209036;$140.00;1;5;4;1;1;-43.177617395526504
-22.935349284013917;$301.00;1;5;2;1;2;-43.17411372327227
-22.93538111119321;$400.00;1;5;2;0;2;-43.363440939096854
-22.93545647626726;$178.00;2;5;5;1;2;-43.36252950568216
-22.93548880521326;$324.00;1;5;3;0,67;2;-43.17423269098705
-22.935567954871622;$301.00;1;5;2;1;2;-43.17539185303853
-22.935602331628022;$249.00;2;5;3;1;1;-43.18370935332664
-22.935632654682944;$188.00;2;5;4;1;2;-43.20464498083294
-22.935648832979467;$301.00;1;5;2;1;2;-43.175755163927114
-22.935796578260994;$301.00;1;5;2;1;2;-43.17601528565599
-22.936063817490407;$301.00;1;5;2;1;2;-43.17533257681533
-22.936406401581255;$195.00;2;5;5;1;2;-43.182649548003184
-22.93657815820934;$400.00;3;5;4;1;3;-43.24414359936686
-22.936679561421357;$401.00;3;5;3;1;3;-43.1815924468612
-22.936786980981726;$201.00;2;5;4;1;2;-43.18681198659021
-22.936808509381326;$301.00;1;5;3;1;2;-43.17468542623295
-22.93685271889532;$154.00;1;5;4;0;3;-43.17829548650532
-22.936865586587558;$301.00;1;5;2;1;2;-43.17396729588669
-22.936913044953666;$143.00;2;5;4;1;2;-43.36224373689744
-22.936944627325257;$164.00;1;5;1;0,17;1;-43.189598980805684
-22.93695788879252;$307.00;2;5;4;0;3;-43.33133209612377
-22.93697460940015;$615.00;2;5;3;1;2;-43.16867930201436
-22.9372540542684;$301.00;1;5;2;1;2;-43.17580250757238
-22.937561177940296;$301.00;1;5;2;1;2;-43.174289934940994
-22.93761548203079;$205.00;2;5;4;1;2;-43.17873008746644
-22.937617846179926;$249.00;1;5;3;1;2;-43.19193932905057
-22.937668616946244;$161.00;1;5;2;1;1;-43.176548240090455
-22.937684008165043;$301.00;1;5;2;1;2;-43.17426478114154
-22.937890110252976;$400.00;2;5;3;1;2;-43.188672481299584
-22.937891606484182;$130.00;2;5;4;0,86;3;-43.17697548691709
-22.938123980063395;$751.00;2;5;1;0,7;2;-43.1729748758557
-22.93817077054787;$249.00;3;5;5;1;2;-43.17982905286887
-22.93824884034857;$601.00;3;5;4;0,67;3;-43.17383342733169
-22.93832083137818;$123.00;1,5;5;4;1;2;-43.17828880120413
-22.938334186038954;$137.00;1;5;3;0,67;2;-43.18798738119842
-22.938361619417243;$202.00;1,5;5;2;1;1;-43.20521792145274
-22.938498197559642;$314.00;1;5;4;0;1;-43.19717432773281
-22.93850790205016;$301.00;3;5;3;1;2;-43.177041026782405
-22.938639233692648;$150.00;1;5;1;0;2;-43.17726613693414
-22.938718255747325;$386.00;1;5;3;0;1;-43.198530354005484
-22.938778776023852;$301.00;1,5;5;3;1;2;-43.19163255216829
-22.938911498187796;$301.00;3;5;3;1;3;-43.1790907938507
-22.938983809516664;$423.00;2;5;6;0,5;2;-43.190394749921595
-22.939059916291594;$301.00;3;5;3;1;2;-43.17860900400959
-22.939161821339628;$280.00;2;5;4;1;2;-43.19355284137233
-22.93937625867763;$199.00;1,5;5;2;1;1;-43.200800994973726
-22.93943313156238;$401.00;2;5;5;1;2;-43.24932412146992
-22.9395579517675;$161.00;1;5;3;1;1;-43.17685430241428
-22.940082438741943;$601.00;3;5;5;0;2;-43.18023827609258
-22.940142708827665;$301.00;2;5;3;1;2;-43.17744779994308
-22.940356929273573;$249.00;2;5;3;0,2;1;-43.181758528931276
-22.94052811024982;$400.00;1;5;4;1;1;-43.17929623420697
-22.9407259792333;$219.00;2;5;4;1;2;-43.20071986014602
-22.940840715834103;$239.00;2;5;4;1;2;-43.17201126241011
-22.940899184057365;$500.00;1;5;1;0,86;0;-43.33397268030305
-22.940964291634312;$103.00;3;5;3;0,88;3;-43.20226688008505
-22.941225764315497;$499.00;1;5;3;0,75;2;-43.19896098084363
-22.941372370934126;$400.00;2;5;3;1;3;-43.19113877852561
-22.94148528691554;$273.00;1;5;3;1;1;-43.200143580086426
-22.941593201003304;$2,288.00;3;5;5;1;3;-43.1914164958005
-22.94183966996494;$1,001.00;1,5;5;3;1;2;-43.175517484039844
-22.94222795449597;$219.00;1,5;5;2;1;2;-43.18569907465332
-22.94287685675133;$290.00;1,5;5;2;0,86;2;-43.175530611738914
-22.9434481490484;$249.00;2;5;4;1;2;-43.1614362116301
-22.94345327192891;$447.00;2;5;2;1;2;-43.18481704042835
-22.943861463292418;$499.00;1;5;2;1;2;-43.18517716002523
-22.944039182047348;$219.00;1;5;1;1;1;-43.18343642947663
-22.94489765673427;$99.00;1,5;5;5;0,33;1;-43.25935422136141
-22.945379815114492;$376.00;2;5;2;1;2;-43.184326703607574
-22.94544460524387;$294.00;1;5;3;1;1;-43.18192525416632
-22.94564413242245;$120.00;1;5;4;1;3;-43.15909914942104
-22.94615492210422;$201.00;2;5;3;1;2;-43.18679103936377
-22.946169335719404;$99.00;2;5;3;1;3;-43.18209854930736
-22.94630975262291;$290.00;3;5;3;0,86;2;-43.181202594374575
-22.94638907542762;$99.00;2;5;4;1;3;-43.1828000754547
-22.946526298497137;$420.00;4;5;5;1;3;-43.18326242567115
-22.94695433997171;$150.00;1;5;3;1;2;-43.187926733307314
-22.947101968308278;$201.00;2;5;4;1;2;-43.18668495585077
-22.94712422696783;$239.00;1;5;4;0,9;2;-43.189481646882506
-22.947324472454635;$499.00;3;5;3;1;2;-43.18443607707072
-22.947461281887932;$109.00;1;5;5;0,7;0;-43.18279810947025
-22.947571236726656;$89.00;1;5;3;0,88;2;-43.18247048667018
-22.94764266407758;$649.00;1;5;2;0,5;2;-43.18628775889599
-22.94782398236955;$249.00;1;5;3;0;3;-43.38685565683769
-22.948065923794644;$219.00;2;5;5;1;2;-43.18577126274899
-22.948201857459207;$249.00;2;5;3;0,98;1;-43.16555430841016
-22.94846176424787;$140.00;1;5;3;1;2;-43.35104845394824
-22.948469899992094;$219.00;1;5;3;1;0;-43.18326683720684
-22.94849322466207;$120.00;0;5;5;1;1;-43.38529987417233
-22.948630634224685;$891.00;2,5;5;3;0;2;-43.18567699944597
-22.948711439439208;$99.00;1;5;2;1;2;-43.35158740689068
-22.94871523889862;$400.00;2;5;3;1;2;-43.1888342545474
-22.949108110122037;$201.00;1,5;5;3;0,75;2;-43.181318230292774
-22.94921102778649;$171.00;1,5;5;3;1;2;-43.18505433860585
-22.949219630563746;$253.00;2;5;3;1;2;-43.18176537763392
-22.949281718523157;$208.00;1;5;1;1;1;-43.333197283052435
-22.94933748916769;$280.00;1;5;4;1;1;-43.19304179204889
-22.949668378048493;$348.00;1,5;5;3;0,2;3;-43.18373106591637
-22.94967549906058;$143.00;2;5;2;1;2;-43.18323826339961
-22.949690085252236;$199.00;2;5;2;1;2;-43.18553269552725
-22.949897911624827;$400.00;1;5;4;0,89;2;-43.16705456161872
-22.950739578986198;$161.00;2;5;3;1;2;-43.181536356984594
-22.950782525302603;$396.00;2;5;3;0,5;2;-43.18765725411051
-22.951110264621555;$751.00;2;5;4;0;3;-43.16812193481006
-22.951213057143175;$751.00;2;5;3;1;2;-43.177092859922034
-22.951217590129122;$249.00;2;5;5;1;3;-43.18733139578045
-22.951311168357275;$51.00;2;5;5;1;1;-43.188014305818015
-22.951370601419786;$342.00;2;5;4;1;2;-43.18652790444155
-22.95166666340558;$359.00;3;5;4;1;3;-43.17722561626715
-22.951725840199156;$301.00;2;5;3;1;2;-43.18842032422288
-22.951793205093036;$280.00;2;5;1;1;2;-43.18979356499073
-22.95200006666842;$257.00;1;5;4;1;2;-43.16933010889114
-22.95207895916107;$199.00;1;5;2;0;2;-43.1748961094163
-22.95208006812311;$331.00;2;5;2;1;2;-43.18946928630145
-22.952277704537387;$82.00;1;5;3;1;2;-43.343016888777925
-22.952408826739443;$201.00;2;5;3;1;2;-43.17634196296906
-22.95262493303205;$599.00;1;5;3;1;1;-43.19007997111769
-22.953069277502387;$246.00;2;5;3;1;3;-43.17451857138059
-22.953100845499588;$389.00;2;5;4;1;2;-43.19194474977079
-22.953196709835773;$137.00;2;5;3;0,9;3;-43.19305861509347
-22.95352875948169;$324.00;1,5;5;4;1;2;-43.18530686576229
-22.953588871193666;$400.00;1;5;4;0,5;2;-43.17394859495337
-22.95359276006329;$949.00;2;5;3;1;3;-43.17488757753042
-22.953722692501977;$283.00;2;5;2;1;2;-43.19614123225172
-22.95389085523501;$500.00;3;5;3;0;2;-43.18228087593594
-22.954060193524306;$229.00;1,5;5;4;0,71;3;-43.182544701828
-22.9541510187866;$410.00;2;5;2;0,6;2;-43.18014043812014
-22.954570337381973;$216.00;3;5;5;1;3;-43.19350669059084
-22.95472474766884;$215.00;1,5;5;2;1;2;-43.16953697669296
-22.9549783355193;$68.00;1;5;5;0,9;2;-43.174439228917976
-22.95542721624674;$434.00;2;5;4;1;3;-43.17367052405863
-22.955510563387453;$301.00;2;5;5;1;2;-43.18111276933036
-22.955560798652417;$445.00;3;5;3;1;3;-43.200968719380214
-22.955583290971106;$651.00;1,5;5;3;1;3;-43.19713388778346
-22.956009443279562;$250.00;2;5;3;1;2;-43.17628705653969
-22.95613777085444;$184.00;2,5;5;3;0,96;2;-43.17397266877745
-22.956506609518303;$273.00;2;5;5;0;2;-43.17525411511888
-22.957321981648878;$277.00;2;5;4;1;3;-43.18593667492927
-22.957338478878743;$181.00;1,5;5;2;1;2;-43.20095315876693
-22.957376675880646;$499.00;3;5;3;1;2;-43.18390209379441
-22.95746883960357;$253.00;3;5;2;0,7;2;-43.19612196732165
-22.957544163231677;$499.00;2;5;3;1;3;-43.19583763400435
-22.9576682574156;$380.00;1;5;3;0;2;-43.19547429830636
-22.957672848083792;$208.00;1;5;1;0,8;2;-43.20268538809204
-22.9578193402382;$301.00;3;5;4;0,89;3;-43.19298871262388
-22.95787915190983;$301.00;2;5;2;;1;-43.38928353240312
-22.95819342832425;$847.00;3;5;5;1;4;-43.22079998376619
-22.958569767054723;$301.00;2;5;3;0,92;2;-43.193976551426914
-22.958691907287825;$499.00;2;5;4;1;2;-43.19466868914833
-22.959011082361943;$96.00;1;5;2;0,5;2;-43.19955413318306
-22.959517485791007;$885.00;2;5;3;1;3;-43.20490883471915
-22.959631778957213;$96.00;0,5;5;5;0,9;1;-43.171022948726375
-22.95979484620005;$400.00;2;5;3;1;2;-43.20515054799101
-22.959840075844333;$181.00;1;5;2;1;1;-43.192716694624494
-22.95986177048652;$184.00;1;5;3;0,9;1;-43.174583200594164
-22.959874465594083;$249.00;1,5;5;3;1;2;-43.2052546480706
-22.959899976168526;$280.00;2;5;3;1;1;-43.203034769013165
-22.959956093097997;$700.00;2;5;2;0;2;-43.201092412607146
-22.960025885791723;$751.00;3;5;4;1;3;-43.20323021871154
-22.960214134855363;$191.00;2;5;1;1;1;-43.209428431455606
-22.960322220019663;$1,001.00;1;5;1;1;1;-43.37812609144427
-22.96044378783891;$342.00;2;5;4;1;2;-43.17651975525705
-22.960531087695365;$280.00;2;5;3;1;2;-43.16793313724575
-22.96064477012524;$249.00;2;5;3;0,67;2;-43.16601867670193
-22.96069230664048;$239.00;2,5;5;2;1;2;-43.20755339561464
-22.960704926389543;$229.00;2;5;3;1;2;-43.201140717829176
-22.960725310285454;$1,499.00;3;5;4;1;3;-43.20057859585784
-22.960757360324042;$96.00;1;5;6;1;1;-43.1696253696676
-22.960877821292925;$79.00;1;5;3;0,5;0;-43.171153726224546
-22.96094031572657;$301.00;1;5;5;1;1;-43.170006860467005
-22.960944805975295;$499.00;2;5;2;0;2;-43.20214824424972
-22.960963577466135;$301.00;1;5;2;1;2;-43.16757284434599
-22.961043860463377;$236.00;1;5;3;1;1;-43.17527290874161
-22.961049253661567;$973.00;2;5;2;0;2;-43.169752786499615
-22.96109142603524;$294.00;2;5;3;0,9;2;-43.17580714024406
-22.961104585374095;$233.00;1;5;4;1;0;-43.17563443815961
-22.96113779459254;$468.00;2;5;2;1;2;-43.22165147692702
-22.961337874476413;$499.00;3;5;4;0;3;-43.16767303921764
-22.961390307093644;$260.00;1;5;2;1;2;-43.174833818203666
-22.96142635252101;$349.00;3;5;3;1;3;-43.2175475737282
-22.96147436641924;$89.00;1;5;3;0,88;2;-43.17549893874143
-22.961483111461217;$249.00;1;5;4;1;0;-43.16481104186205
-22.96154533533244;$249.00;2,5;5;3;1;2;-43.17308104236338
-22.96154867040312;$246.00;1;5;3;1;1;-43.16882228303023
-22.96156769243801;$451.00;2;5;3;1;2;-43.17565239031652
-22.961601046505834;$273.00;1;5;4;1;2;-43.16786260385347
-22.9616022517884;$198.00;1;5;4;1;1;-43.17467263642131
-22.961626217594013;$103.00;1;5;3;1;3;-43.48753581904961
-22.961630375474698;$396.00;2;5;3;0,9;2;-43.216926256669936
-22.961743140263;$161.00;1;5;3;1;0;-43.16911484599187
-22.96175085314854;$451.00;2;5;4;0;3;-43.21702524154965
-22.961764072446307;$294.00;1,5;5;3;0,7;2;-43.17590172136907
-22.961880433426227;$185.00;1,5;5;4;1;2;-43.16797511967021
-22.96189008499989;$599.00;1;5;2;0,91;2;-43.169725863465054
-22.961898845246772;$198.00;1;5;1;1;0;-43.177225836953546
-22.9619923984996;$301.00;2;5;3;0;2;-43.18832603188569
-22.962008141330426;$270.00;2;5;2;1;2;-43.20293127353123
-22.962036582740797;$478.00;2,5;5;3;1;3;-43.21188261595849
-22.9621220439907;$799.00;2;5;5;0,8;2;-43.174251938359376
-22.96214165719804;$301.00;1;5;2;0,75;1;-43.20497467307056
-22.96216347510333;$239.00;1;5;4;1;1;-43.16941655396498
-22.9621791451638;$236.00;2;5;3;1;3;-43.17718215115515
-22.962195584543593;$348.00;1;5;2;1;1;-43.175366023266335
