latitude;price;bathrooms;Součet hodnot: accommodates;Součet hodnot: beds;Součet hodnot: host_response_rate;Součet hodnot: bedrooms;longitude
-23.006420959538172;$249.00;2;4;2;0;2;-43.485348570342936
-23.00645294720754;$1,509.00;2;4;3;0;2;-43.32948359685817
-23.00645688139032;$297.00;1;4;3;0,75;1;-43.31746325376503
-23.006500879299217;$294.00;2;4;3;1;2;-43.320303526824084
-23.006540624154454;$359.00;2;4;3;0;1;-43.34505822552332
-23.006649573246992;$249.00;1;4;3;1;2;-43.42838621466439
-23.0066809337805;$301.00;1;4;2;1;2;-43.42947693198919
-23.00668215033657;$229.00;1;4;1;1;2;-43.43072668509329
-23.00671084619823;$400.00;1;4;2;1;0;-43.34394835763259
-23.006739842967605;$700.00;2;4;2;1;2;-43.34015876176262
-23.006800670000978;$301.00;1;4;3;1;1;-43.293989605805116
-23.006813201738126;$403.00;2;4;3;1;2;-43.32347022980947
-23.006825900723218;$109.00;2;4;1;1;2;-43.44312927991662
-23.006827846718675;$410.00;3;4;3;1;3;-43.2994330259529
-23.00682945101917;$401.00;1;4;2;1;1;-43.348285965397295
-23.00683607538989;$256.00;2;4;2;1;2;-43.32427114566512
-23.006886133764084;$301.00;2;4;3;1;2;-43.34396400613788
-23.006921404672358;$5,137.00;2,5;4;2;0;2;-43.328272838828916
-23.006930110832077;$283.00;1;4;1;1;1;-43.366016505356555
-23.00694807727352;$551.00;4;4;4;0,93;4;-43.59589356647719
-23.006968221615292;$249.00;2;4;4;0;2;-43.44250451324948
-23.00700204006831;$178.00;2;4;2;1;2;-43.335888128090225
-23.007037883644127;$601.00;1;4;2;1;1;-43.3179058343403
-23.007062452791192;$274.00;1;4;3;0,71;2;-43.431060443660044
-23.007078268771693;$499.00;3;4;2;0;2;-43.3290999324503
-23.00711064589711;$208.00;1;4;2;0,88;2;-43.42950664964078
-23.007183162723617;$130.00;1;4;2;0,9;0;-43.30021233162286
-23.007237106296014;$219.00;1;4;3;1;1;-43.289589184369476
-23.007254647617607;$208.00;3;4;2;0,9;2;-43.3206601924477
-23.007264753239852;$301.00;2;4;2;1;2;-43.34339822308469
-23.00730546229472;$150.00;2;4;3;1;2;-43.32376033222139
-23.00730786193432;$548.00;3;4;2;1;2;-43.299755745417485
-23.007309674763725;$199.00;2;4;3;0,67;2;-43.43929051907701
-23.007325112945242;$99.00;3;4;2;1;3;-43.4488365145576
-23.007338555925656;$270.00;2;4;3;0,5;2;-43.45660814332206
-23.007424101401522;$281.00;2;4;3;1;3;-43.328841302150096
-23.007462042246374;$389.00;2;4;3;1;2;-43.325360156440965
-23.007526339409782;$281.00;2;4;2;1;2;-43.44192385189724
-23.0075701449996;$249.00;2;4;2;1;1;-43.366148373197156
-23.00759572821148;$401.00;2;4;2;0,5;2;-43.49236984570661
-23.007610938823557;$201.00;2,5;4;2;1;2;-43.33311631962177
-23.007685299208003;$178.00;3;4;4;0,9;2;-43.44879954616264
-23.007691395654785;$249.00;1,5;4;2;0;2;-43.428248607863054
-23.007694248801183;$249.00;1;4;2;0;1;-43.34629998613199
-23.007695082696507;$301.00;3;4;3;1;2;-43.45827583928627
-23.00771717426685;$1,001.00;3;4;3;1;2;-43.32779007665666
-23.007748402586518;$353.00;1;4;2;1;2;-43.43162321741719
-23.00777611847428;$140.00;3;4;2;0;2;-43.29566676424845
-23.00779736857752;$250.00;1;4;3;1;2;-43.43164201796868
-23.00781472034582;$280.00;2,5;4;2;0,5;2;-43.330928769062766
-23.00782279566776;$79.00;1,5;4;2;1;2;-43.426299698109005
-23.007846969902204;$301.00;1;4;1;0,5;1;-43.334447369185256
-23.00786085505048;$499.00;2;4;2;1;2;-43.32879777326313
-23.0078678305141;$400.00;1;4;2;1;2;-43.43224070215118
-23.007869768208764;$400.00;2;4;2;1;2;-43.344791295573415
-23.007944814808393;$345.00;1;4;4;1;2;-43.431145836480006
-23.008044117201162;$205.00;2;4;4;1;1;-43.32752092693933
-23.008088459410647;$140.00;2;4;2;1;1;-43.32123019605971
-23.008143369027735;$198.00;2;4;3;1;1;-43.32377913485903
-23.008151256077642;$249.00;1;4;1;1;1;-43.343404305526526
-23.00825886996825;$171.00;1;4;2;1;2;-43.43031294357671
-23.008287966408442;$280.00;1;4;5;1;1;-43.36565512459345
-23.008311554418565;$126.00;1;4;2;0,9;1;-43.36618640415212
-23.008311706541775;$1,537.00;2,5;4;2;0,5;2;-43.310808639461236
-23.00833231911441;$246.00;1,5;4;2;1;1;-43.321949326327655
-23.00834991762318;$99.00;1;4;4;0,6;1;-43.364290333648114
-23.008365799440814;$147.00;2;4;3;0,5;2;-43.43514333029441
-23.008417088827223;$209.00;2;4;3;1;2;-43.426482693298205
-23.00841950733499;$389.00;2;4;2;0;2;-43.32710286487707
-23.008441264473753;$441.00;2;4;3;1;2;-43.34419188343075
-23.008518317559826;$301.00;1;4;1;1;1;-43.34997296328946
-23.00854252875339;$1,199.00;2;4;4;1;2;-43.43954023909028
-23.00856442545352;$250.00;1;4;1;0,95;1;-43.34405423087753
-23.0085764824563;$451.00;1;4;2;1;1;-43.35210580524359
-23.008578650040572;$1,366.00;3;4;4;0;3;-43.30046849806827
-23.00859992077628;$127.00;1;4;2;0,88;1;-43.36595154487442
-23.008604207154374;$181.00;2;4;3;0,9;2;-43.32349502520244
-23.008653482027135;$120.00;2;4;2;1;2;-43.43593782017669
-23.008670725837046;$301.00;1;4;1;1;1;-43.35243637044346
-23.008678131606924;$161.00;1;4;2;1;1;-43.345711596325124
-23.008740723973595;$301.00;2;4;3;0,75;2;-43.4371022707397
-23.008741381503206;$195.00;1;4;3;0,9;1;-43.35549479915293
-23.00877294176492;$249.00;1;4;2;0,75;2;-43.43022495616405
-23.00878110786163;$301.00;2;4;2;1;2;-43.452580628065576
-23.008804600098554;$199.00;1;4;2;1;1;-43.359986600594915
-23.0088091231912;$468.00;2;4;2;1;2;-43.366992316708746
-23.008821496621632;$464.00;1;4;2;1;2;-43.35828719833874
-23.008833454479742;$140.00;1;4;4;0;2;-43.30839450808782
-23.008834197227227;$161.00;1;4;1;0,9;1;-43.364232488508044
-23.008869159954546;$1,468.00;1;4;2;0;1;-43.333846184447665
-23.008872304242676;$133.00;2;4;2;0,88;2;-43.367720470634936
-23.008874806187944;$482.00;1,5;4;2;1;2;-43.36495055580829
-23.00887546383682;$348.00;1;4;1;1;1;-43.35491272133061
-23.008884202693817;$499.00;2;4;3;1;2;-43.35316107892469
-23.008891464363007;$699.00;2;4;3;1;2;-43.358631492875425
-23.008898126526315;$359.00;1;4;2;1;2;-43.43049491016248
-23.00890434154488;$249.00;2;4;4;1;2;-43.43593062110063
-23.008916158601888;$126.00;1;4;4;1;1;-43.36733534485228
-23.008922655095756;$89.00;1;4;2;0,88;2;-43.42935392500004
-23.008937597071213;$126.00;1;4;2;0,88;1;-43.363474194813776
-23.008987110712415;$536.00;2;4;3;1;2;-43.43540363937679
-23.00899585664431;$239.00;2;4;3;1;2;-43.354179616993285
-23.009027030485875;$249.00;1;4;1;0,95;1;-43.34510731374918
-23.009039073613675;$401.00;2;4;2;0,88;2;-43.36542972642022
-23.009043575738534;$130.00;2;4;4;1;2;-43.35804349631585
-23.009072373582093;$198.00;1;4;2;0,9;1;-43.36006784274791
-23.009080912573165;$280.00;1;4;4;1;1;-43.35026207185088
-23.00908405999233;$195.00;2;4;2;0;2;-43.43807113935226
-23.009096300677722;$400.00;2;4;2;1;2;-43.35004834372938
-23.009116566660825;$191.00;1;4;1;0,93;1;-43.35661210102008
-23.009135949548877;$348.00;2;4;3;1;2;-43.34732915847763
-23.00915435444762;$99.00;1;4;4;1;2;-43.43065101237506
-23.009157868798756;$102.00;2,5;4;2;0;2;-43.4399231402089
-23.00916207673556;$379.00;1;4;1;0,6;1;-43.357816731045574
-23.0091856861623;$348.00;1;4;1;1;1;-43.358474199893124
-23.0091909763884;$249.00;1;4;1;1;1;-43.435512611840885
-23.009196727625515;$321.00;1;4;4;0,8;1;-43.30102535150298
-23.009210836068835;$301.00;1;4;3;1;2;-43.432201424520876
-23.009213357207642;$260.00;1;4;1;1;1;-43.34512083734413
-23.009233337216877;$359.00;1;4;2;0,67;1;-43.34345662421142
-23.009236151214267;$140.00;1,5;4;2;0,97;1;-43.367459859101565
-23.009275851393458;$199.00;1,5;4;2;1;2;-43.43115125161981
-23.009279777526473;$229.00;1;4;2;1;1;-43.35311988931992
-23.009280362070893;$553.00;2;4;3;1;2;-43.34381906294601
-23.009284272453726;$329.00;1;4;1;1;1;-43.348888380408425
-23.009287072925005;$222.00;1,5;4;4;1;1;-43.36541448143866
-23.009313019739007;$219.00;1;4;4;1;1;-43.350333089424495
-23.009331999938546;$349.00;1;4;2;1;1;-43.34535621867824
-23.00938059995466;$280.00;1;4;1;1;1;-43.35246361735781
-23.009409790041122;$700.00;1;4;4;1;2;-43.33456333104357
-23.009418500720283;$201.00;1;4;2;1;1;-43.350159689030725
-23.0094391492437;$205.00;2;4;3;1;2;-43.35773648577282
-23.00944064254734;$249.00;1;4;2;1;1;-43.35055538753752
-23.00945089717515;$229.00;2;4;2;1;2;-43.35590717930332
-23.00945894844055;$260.00;1;4;2;1;1;-43.3497133449934
-23.009471659453684;$181.00;3;4;2;1;3;-43.43627707979437
-23.009474705133687;$342.00;3;4;3;1;2;-43.296397843838776
-23.009475527281133;$239.00;2;4;3;1;2;-43.331325008281695
-23.009488713994106;$219.00;1;4;4;1;1;-43.35744015310969
-23.0094920052668;$301.00;1;4;2;1;2;-43.364962073167604
-23.00949783768947;$751.00;3;4;3;0,6;2;-43.32633586873136
-23.009514009032465;$181.00;1;4;1;1;1;-43.36377290374884
-23.0095217999068;$249.00;2;4;2;0,67;2;-43.43962500740125
-23.009528814529776;$1,250.00;1;4;1;1;1;-43.32884066382078
-23.009554083790157;$249.00;2;4;2;1;1;-43.36466795369181
-23.0095561661646;$301.00;1;4;1;1;1;-43.34567969350483
-23.00955687583105;$355.00;1;4;1;1;1;-43.332760843019265
-23.009557583508613;$247.00;2;4;4;1;2;-43.33757437432188
-23.009575162574222;$249.00;1;4;4;1;2;-43.428288430521356
-23.00961336389557;$205.00;2;4;2;1;1;-43.357937544261766
-23.009616173209057;$201.00;1;4;1;1;1;-43.357278735267585
-23.00962586316217;$499.00;1;4;1;0;1;-43.355618644198394
-23.009629816075623;$250.00;1;4;2;1;1;-43.35584417903665
-23.009631978581783;$301.00;2;4;3;1;2;-43.369573771228424
-23.009642248525715;$451.00;2;4;1;1;2;-43.33492645903623
-23.009648839308113;$396.00;1;4;2;1;1;-43.34410228843439
-23.009668725672448;$290.00;1;4;2;1;1;-43.37101021317614
-23.00967936293594;$184.00;1;4;2;1;1;-43.35320055241221
-23.009684964351088;$301.00;1;4;1;1;1;-43.36831990745167
-23.009731970482246;$201.00;1;4;4;1;1;-43.35135682789858
-23.00973700830755;$301.00;1;4;2;1;1;-43.327953571663485
-23.009759179668553;$55.00;1;4;1;1;1;-43.35604973874535
-23.009763882441334;$451.00;1;4;2;1;1;-43.3270320819551
-23.009775576305753;$499.00;1;4;1;0;1;-43.35019780470434
-23.009783307950674;$229.00;1;4;2;1;2;-43.43021764480915
-23.009793919070365;$335.00;2;4;4;1;2;-43.35605499348094
-23.009795382370896;$321.00;1;4;1;1;1;-43.34385049722839
-23.009797427306204;$246.00;2;4;2;1;2;-43.367977829725014
-23.0098076302193;$1,001.00;1;4;4;0,7;1;-43.33568744133095
-23.009830982026184;$199.00;1;4;2;0,67;1;-43.34448780849124
-23.009847639794557;$249.00;1;4;2;1;1;-43.34491211724366
-23.009855218831934;$331.00;1;4;1;1;1;-43.32853277341354
-23.00986847777353;$192.00;1;4;2;1;1;-43.370681355319306
-23.00987290627367;$451.00;2;4;3;1;2;-43.35033925494912
-23.009877257651755;$301.00;1;4;1;1;1;-43.32710903989948
-23.009888624734163;$134.00;2;4;2;0,88;2;-43.32961872009555
-23.009891493696287;$249.00;1;4;1;0,95;1;-43.34560008974749
-23.00989238527524;$219.00;1;4;4;1;1;-43.35606902098121
-23.00991127241314;$249.00;1;4;2;0,95;1;-43.34387672449953
-23.009914353633448;$315.00;1;4;4;1;1;-43.35630796138093
-23.009933186016696;$420.00;2;4;3;;2;-43.33800609198078
-23.00994007971472;$301.00;1;4;2;1;1;-43.327182991777995
-23.009944784684198;$348.00;1;4;2;1;1;-43.3263514886456
-23.009947775951648;$478.00;1;4;1;1;1;-43.33305894738374
-23.009947999012685;$379.00;1,5;4;2;1;2;-43.35754772091929
-23.009956747596682;$249.00;1;4;2;1;1;-43.343687200298696
-23.009979558598722;$260.00;1;4;1;1;1;-43.37019813587613
-23.009982778845583;$133.00;2;4;2;0,88;2;-43.365055083537314
-23.010010037445962;$260.00;2;4;3;1;2;-43.452177986101475
-23.010015412488922;$181.00;1;4;3;1;2;-43.33706323639141
-23.010016401494013;$201.00;1;4;2;0,95;1;-43.344126378680016
-23.01002090506498;$301.00;1;4;3;1;0;-43.327660213486666
-23.010027428884623;$400.00;1;4;1;1;0;-43.32707000525129
-23.01002749953345;$499.00;1;4;4;1;1;-43.3260853040335
-23.010027935919048;$601.00;1;4;2;1;1;-43.327509167863944
-23.010041808472764;$601.00;1;4;4;0;1;-43.37567034664709
-23.010045287044655;$199.00;1;4;3;1;1;-43.328330013213794
-23.010075040482434;$150.00;1;4;2;1;1;-43.324675542050514
-23.010090521466793;$280.00;1;4;2;1;1;-43.35526947941048
-23.010092582044244;$260.00;2;4;3;1;2;-43.46074016384756
-23.010092600894815;$219.00;1;4;1;0,9;1;-43.32834292248552
-23.010096144931484;$301.00;1;4;3;0,67;2;-43.34383616763115
-23.010099799418892;$201.00;1;4;2;1;1;-43.319287787333884
-23.010126007598764;$461.00;1;4;3;1;1;-43.329475782101056
-23.010141521847423;$239.00;2;4;6;1;2;-43.355176339238106
-23.010182364751834;$239.00;1;4;3;1;1;-43.32767351309795
-23.010216006026177;$379.00;2,5;4;2;0,6;2;-43.32967436292669
-23.010220457895272;$349.00;2;4;3;0,5;2;-43.33301798944543
-23.010220513068298;$499.00;2;4;2;1;2;-43.358376364699254
-23.01022225490511;$290.00;1;4;2;0,67;0;-43.32767188236109
-23.01024183246806;$208.00;1;4;2;1;1;-43.35306667882308
-23.01026959343894;$656.00;1;4;3;1;2;-43.42927721402503
-23.010299903051813;$290.00;1;4;2;0,33;1;-43.356629373433734
-23.010301605451982;$1,001.00;2;4;4;0;2;-43.29522072220531
-23.01031526976531;$249.00;1;4;4;1;1;-43.35096086126349
-23.010316568239112;$164.00;1;4;1;1;1;-43.35809329043151
-23.010321494904357;$198.00;1;4;1;1;1;-43.3628451637793
-23.010322597294874;$376.00;2;4;2;1;2;-43.29911182645436
-23.010326176861838;$174.00;1;4;2;0,78;1;-43.35328175397778
-23.010329324942102;$140.00;1;4;1;1;1;-43.36027073814792
-23.010332831515388;$260.00;1;4;2;0,9;1;-43.36959809161876
-23.01035449304498;$348.00;2;4;2;1;2;-43.437938807982285
-23.010364195754978;$260.00;1;4;1;1;1;-43.35599737590384
-23.01036584995785;$449.00;1;4;1;1;1;-43.3437337645357
-23.010375589920358;$349.00;1;4;3;1;2;-43.343676467741524
-23.010381054244483;$400.00;1;4;3;1;1;-43.327192516472806
-23.010413832087824;$401.00;2;4;3;1;2;-43.32605028124393
-23.01042013261369;$140.00;1;4;2;1;1;-43.3605535377289
-23.010420927961903;$201.00;1;4;2;1;1;-43.36323515387678
-23.01042506257974;$226.00;1;4;2;1;2;-43.35378245289615
-23.010428326916433;$301.00;1;4;1;0,4;1;-43.35196823086724
-23.010454162992538;$301.00;1;4;1;0,8;1;-43.32609253538549
-23.01046004827328;$201.00;1;4;2;0,8;1;-43.35678832128492
-23.010516057523038;$178.00;1;4;4;0,92;1;-43.35669390541534
-23.010520078172515;$240.00;1;4;3;1;1;-43.365829356207406
-23.01052646088696;$301.00;1;4;2;1;1;-43.328023461208
-23.010565433673733;$451.00;1;4;1;0,75;1;-43.355220015718075
-23.01058767621259;$301.00;1;4;2;1;1;-43.35463573336156
-23.010607633886742;$301.00;1,5;4;3;1;2;-43.3407272791042
-23.010623930836232;$519.00;1;4;1;0,89;1;-43.3255730135586
-23.010641911944294;$249.00;1;4;2;0,95;1;-43.3435734440746
-23.010644067420174;$534.00;3;4;3;1;2;-43.32956968975782
-23.010650922809013;$178.00;1;4;2;1;1;-43.35128707084281
-23.01067476424272;$161.00;1;4;3;1;1;-43.359328217708985
-23.010696888936614;$249.00;3,5;4;2;0,96;2;-43.343170602606236
-23.010704029370395;$198.00;1;4;2;1;1;-43.356887874185155
-23.01071621207376;$201.00;1;4;2;1;0;-43.32843739148163
-23.01072704382593;$240.00;1;4;1;1;1;-43.34280148095347
-23.010727337749746;$171.00;2;4;2;0,9;2;-43.43899993384146
-23.01074524635471;$130.00;1;4;1;0,98;1;-43.36344642730089
-23.010754192803027;$219.00;1;4;1;1;1;-43.32663295460491
-23.01075486373635;$420.00;2;4;2;1;2;-43.322183931286354
-23.010758069653708;$697.00;1;4;2;1;2;-43.32404842241
-23.010760927399147;$301.00;1;4;2;0,5;1;-43.321815033433445
-23.0107643409951;$348.00;1;4;1;1;1;-43.35186341527083
-23.01078672736947;$249.00;2;4;4;1;2;-43.35882346166133
-23.010789603540026;$225.00;1;4;1;1;1;-43.359679713464985
-23.010789757384124;$219.00;1;4;4;1;1;-43.34997306114438
-23.010791188268996;$799.00;2,5;4;3;1;2;-43.32412342499999
-23.010791898941466;$1,500.00;2;4;2;1;2;-43.306480063377904
-23.010800202874467;$270.00;1;4;2;1;1;-43.35808989664541
-23.01080939090188;$348.00;1;4;3;1;1;-43.35859410252585
-23.01082134053407;$154.00;1;4;4;1;1;-43.34493492726717
-23.010823493225992;$256.00;1;4;3;1;1;-43.359077197049395
-23.01082867061741;$201.00;1;4;1;1;1;-43.36432564842118
-23.010834632310093;$249.00;1;4;1;0,95;1;-43.34401143003706
-23.01084007032191;$461.00;2;4;3;1;0;-43.33445397531854
-23.0108760488789;$400.00;2;4;2;1;2;-43.312504413303195
-23.010876451955212;$219.00;1;4;4;1;1;-43.356348322660565
-23.010896786881478;$348.00;1;4;1;0,89;1;-43.353856551880675
-23.010905996563267;$785.00;2;4;2;1;1;-43.35123935178088
-23.010909438379446;$249.00;1;4;2;1;1;-43.35199107470571
-23.01092973942479;$301.00;1;4;2;0,95;1;-43.35450789242594
-23.01094136025578;$130.00;1;4;2;1;1;-43.36640784561514
-23.01094969059706;$369.00;1;4;4;1;1;-43.329140950373144
-23.010954204337484;$301.00;2;4;2;0,71;2;-43.43069596183128
-23.010957294155094;$601.00;1;4;2;1;1;-43.32334851181407
-23.010966745866497;$379.00;1;4;1;1;1;-43.34548886280286
-23.01096775701091;$219.00;1;4;4;1;1;-43.355964883147465
-23.010973691250747;$240.00;1;4;2;0,75;1;-43.34427807853711
-23.010978520135115;$178.00;1;4;1;0,9;1;-43.322262816366646
-23.010990228723163;$256.00;2;4;2;1;2;-43.36358732294932
-23.010991140333015;$89.00;1;4;1;1;1;-43.3304790972692
-23.010994581797416;$321.00;2;4;2;0,5;2;-43.43555872698674
-23.011008432936503;$338.00;1;4;1;1;1;-43.37022280059952
-23.011012103895784;$349.00;2;4;2;1;1;-43.35805517352598
-23.011013323562437;$127.00;1;4;2;0,88;1;-43.3558168257637
-23.011013879686722;$249.00;1;4;1;1;1;-43.35904602273077
-23.011016314032325;$359.00;1;4;2;1;1;-43.35634321167616
-23.011034663355876;$249.00;1;4;4;1;1;-43.37210833204918
-23.011038238562968;$191.00;1;4;4;1;1;-43.32853022489558
-23.01105649946884;$500.00;2;4;2;1;2;-43.35538226810462
-23.011056693276654;$499.00;1;4;2;1;1;-43.35095010317389
-23.011059647975152;$348.00;1;4;2;1;1;-43.32228514138394
-23.0110621625466;$601.00;1;4;1;0;1;-43.322772882723235
-23.01107660129472;$249.00;1;4;1;0,94;0;-43.35513521629497
-23.011106800634806;$700.00;2;4;3;0,9;2;-43.35680599223175
-23.01110680528904;$301.00;2;4;2;1;2;-43.32505309891257
-23.01111670001997;$369.00;1;4;2;0,33;1;-43.371118218176996
-23.011117683646802;$143.00;1;4;3;1;1;-43.36499443487482
-23.01113010728843;$420.00;1;4;2;0;1;-43.32254294079137
-23.011135156910214;$181.00;4;4;6;0,5;3;-43.437918419517516
-23.0111498750319;$157.00;1;4;2;0,6;1;-43.36803802277075
-23.01118348802153;$308.00;1;4;3;1;1;-43.37023125023763
-23.011217076075933;$311.00;1;4;1;1;1;-43.322514604361075
-23.01123086898655;$256.00;1;4;1;0,9;1;-43.3204509524306
-23.011242490757738;$249.00;1;4;1;0,67;1;-43.327264543764855
-23.011244130745812;$294.00;2;4;2;0;2;-43.372540469340905
-23.01126081857843;$1,199.00;2,5;4;3;0;2;-43.32689891864281
-23.011298396227655;$120.00;1;4;1;1;1;-43.32063985962045
-23.011319511827246;$649.00;2,5;4;3;1;3;-43.328004393244605
-23.011338480944005;$260.00;1;4;2;1;1;-43.29540034915242
-23.011347017641242;$342.00;1;4;1;0,9;0;-43.327384052862094
-23.011369618900044;$342.00;1;4;2;0,8;0;-43.32691543283608
-23.011376015125006;$161.00;1;4;1;0,95;1;-43.359812811675006
-23.011421109117524;$503.00;1;4;2;1;1;-43.3250512711233
-23.01147303982233;$581.00;1;4;1;0,6;1;-43.36997766767827
-23.01147733469054;$219.00;1;4;2;1;1;-43.33385165806931
-23.011495989205784;$318.00;1;4;2;0,88;2;-43.30590357483031
-23.01151730924682;$348.00;1;4;2;1;2;-43.333829827708534
-23.011517547858173;$249.00;1;4;2;1;1;-43.35566464413284
-23.01156308910407;$342.00;1;4;2;0,9;1;-43.32650746301359
-23.011590865945116;$379.00;1;4;4;1;1;-43.36925457556047
-23.011595669568717;$273.00;1;4;1;1;1;-43.369715869683674
-23.01164280041311;$321.00;1;4;2;1;1;-43.326878413346975
-23.011646073199234;$499.00;3;4;2;1;2;-43.32596655214411
-23.011674571604992;$649.00;2;4;2;0,7;1;-43.39296979508488
-23.01168167554073;$249.00;1;4;2;1;1;-43.39005421247594
-23.01170153249274;$270.00;1;4;2;1;1;-43.32167821813773
-23.011718316725112;$249.00;1;4;1;1;1;-43.36909678955465
-23.01172092168061;$348.00;2;4;2;0,8;2;-43.436800239378016
-23.01175146529605;$499.00;1;4;2;1;1;-43.325301022714804
-23.01175864464731;$273.00;2;4;2;1;2;-43.44859995788064
-23.01176187984809;$799.00;2;4;3;0,75;1;-43.29656024207298
-23.011766832009517;$229.00;1;4;2;1;1;-43.37190706164534
-23.011796893711338;$249.00;2;4;2;1;2;-43.453503307144324
-23.011806871056926;$1,199.00;3;4;3;1;2;-43.326934595001525
-23.01183589482873;$178.00;1;4;1;0,95;1;-43.31867726053711
-23.011849545403233;$359.00;1;4;1;0;1;-43.32753292611759
-23.01187518819535;$359.00;1;4;1;1;0;-43.32600021403429
-23.011897961324028;$249.00;1;4;2;0,6;1;-43.32783587261614
-23.01192197117686;$400.00;2;4;3;1;2;-43.319660387415055
-23.011933699181956;$249.00;1;4;2;1;1;-43.32782421748538
-23.011961280564723;$373.00;1;4;1;0,75;1;-43.32615902378498
-23.011989777875424;$565.00;1;4;2;1;1;-43.32822217300571
-23.012010538195554;$1,195.00;3;4;3;1;3;-43.443362249492644
-23.012023184320167;$301.00;1;4;1;0,9;1;-43.32540017608731
-23.01203121121601;$500.00;1;4;2;0,6;1;-43.326769415772105
-23.012067873956674;$301.00;1;4;2;1;1;-43.32073729938782
-23.012077731280165;$260.00;1;4;2;1;1;-43.320292633254816
-23.012184415240522;$181.00;2;4;2;1;2;-43.313522447596554
-23.012197133847568;$219.00;1;4;3;1;1;-43.319415591332266
-23.012197572947468;$277.00;1;4;1;0,9;1;-43.31653619049428
-23.012201060178896;$348.00;1;4;2;1;0;-43.32156332307106
-23.012265348765162;$249.00;1;4;1;1;1;-43.320845216109944
-23.012271758669655;$201.00;1;4;2;0,9;1;-43.322550149100195
-23.012326701443527;$174.00;1;4;3;0,7;1;-43.32363833915035
-23.012347738229096;$280.00;2;4;3;1;2;-43.302529055109225
-23.01235442730084;$799.00;1;4;2;0;1;-43.32309698142363
-23.012369274111183;$499.00;1;4;2;1;1;-43.383695248338576
-23.01239016163616;$109.00;1;4;2;1;2;-43.304621600880616
-23.012450758148166;$301.00;1;4;2;0,83;1;-43.321290186229426
-23.012549780492005;$205.00;1;4;2;1;1;-43.32105861173959
-23.01258692792551;$683.00;1;4;2;1;1;-43.32558496124222
-23.01258898198365;$201.00;3;4;2;1;2;-43.452587789040756
-23.01260737644994;$178.00;1;4;2;1;1;-43.3217302364561
-23.012620128641775;$229.00;1;4;2;1;1;-43.31654058129028
-23.012701260484757;$249.00;1,5;4;1;1;1;-43.32009382740356
-23.012705573113198;$348.00;1;4;1;1;1;-43.31513777478434
-23.01273071216591;$249.00;1;4;2;0,8;1;-43.3918499322679
-23.0129713856164;$801.00;2;4;3;1;2;-43.312288073257264
-23.013117189509714;$499.00;2;4;2;1;2;-43.30075513231663
-23.013256061443155;$294.00;1;4;2;0,82;2;-43.321639062180544
-23.013320738086318;$219.00;3;4;2;1;2;-43.445870901430666
-23.013343927760737;$475.00;2;4;2;1;2;-43.31028546870771
-23.013375672952826;$348.00;1;4;1;0,5;1;-43.3104405557211
-23.013451241934153;$201.00;1;4;2;1;1;-43.32138162432673
-23.013517512637286;$410.00;1;4;2;0,75;1;-43.3039311975818
-23.013535142821603;$301.00;1;4;4;0,67;1;-43.306264041376934
-23.01355177260306;$1,649.00;2;4;3;0,9;2;-43.31196397915357
-23.01356781141426;$150.00;1;4;3;0,89;1;-43.31437445684338
-23.013567873098527;$301.00;2;4;2;1;2;-43.31167422093818
-23.01360594062171;$400.00;1;4;2;1;1;-43.3173677255103
-23.013641508173343;$229.00;2;4;3;0,67;3;-43.47239476822567
-23.013642154957434;$1,024.00;2;4;3;0,9;2;-43.3103207098203
-23.013646335550085;$301.00;1;4;2;1;1;-43.30978760063135
-23.01369921809361;$700.00;2;4;2;0,6;2;-43.299237286347406
-23.01374467776441;$601.00;2;4;2;1;1;-43.29777393895194
-23.013745669631035;$5,202.00;2;4;3;0;2;-43.31598369250875
-23.013784533268513;$1,089.00;2;4;3;0,9;2;-43.31242214862706
-23.013785784089773;$499.00;2;4;3;1;2;-43.435446678818394
-23.013871753718938;$249.00;1;4;1;1;1;-43.31021160144766
-23.013895278618104;$599.00;2;4;2;0,6;2;-43.29890847952394
-23.01394325325949;$400.00;2;4;2;0;2;-43.29914398244039
-23.0139438061342;$312.00;1;4;1;0,75;1;-43.52024756739486
-23.013988099285307;$270.00;1;4;1;1;1;-43.3106045851988
-23.01399154512692;$400.00;3;4;2;1;2;-43.30559300307847
-23.013993422792254;$348.00;1;4;3;1;1;-43.30343060619891
-23.013995666261774;$219.00;1;4;2;1;0;-43.30525976481136
-23.01400168150923;$700.00;2;4;2;0;2;-43.310389496065056
-23.01400600030994;$799.00;1;4;1;1;1;-43.30596378870435
-23.01403737546868;$301.00;1;4;4;0,33;1;-43.30393835361484
-23.014087230217132;$850.00;;4;;0,67;2;-43.31060464102838
-23.014153243980118;$301.00;2,5;4;4;1;1;-43.31131967619264
-23.01422332947615;$318.00;2;4;2;1;2;-43.30431451306793
-23.01423127691327;$400.00;1;4;2;0,9;1;-43.306614924660266
-23.014290994077623;$601.00;2;4;2;1;2;-43.30804356242263
-23.014353613278136;$925.00;1;4;4;1;2;-43.44516103179949
-23.014369520343596;$151.00;2;4;2;0,67;2;-43.40177245498533
-23.014487213271433;$461.00;2;4;3;1;2;-43.298558355105506
-23.014539389896687;$500.00;1;4;1;0,8;1;-43.305684862576335
-23.014563954585345;$219.00;1;4;2;0,9;1;-43.29933220784247
